smiles,pchembl_value,pred
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C)cc12,4.94,6.369821080388787
O=C(N/N=N/c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,6.68,6.330079816231365
O=C(COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)N[C@@H](CO)c1ccccc1,5.72,6.576438871222464
CCCCc1nc2[nH]cnc2c2nc(-c3cc(OC)c(OC)c(OC)c3)nn12,5.6,6.650780431912957
CCCn1c(=O)c2nn(C3CCCC3)nc2n(CCC)c1=O,4.89,6.308204720089037
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@H]3CC[C@H](NS(=O)(=O)c4cccc(C(F)(F)F)c4)CC3)sc12,6.7,6.804516520356124
O=C(O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,5.44,7.00495127504009
O=c1oc2c(O)cccc2cc1-c1ccsc1,5.01,6.519911643155645
Nc1cccc2c1nc(N)c1nn(-c3ccc(O)cc3)c(=O)n12,6.74,6.713773845294575
Nc1nc(CSc2nnc(N)s2)nc(Nc2ccc(F)cc2)n1,4.89,6.775347068054078
CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.21,6.994439194919421
Nc1cccc2c1nc(N)c1nn(-c3ccccc3)c(=O)n12,7.73,6.676486125465183
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,9.8,6.583629250452696
CCCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1,6.85,6.821766868258977
N#Cc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.59,7.019968928503608
COCC1=CC(O)N=C(Nc2nc(C)c3ccccc3n2)N1,6.2,6.434296695828342
Nc1nc(C(=O)NCc2cccc3cccnc23)c2cc(F)c(F)cc2n1,8.44,7.025267195922595
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc2c1CCCC2,4.75,6.558324277044696
CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,6.24,6.704192731666594
CCNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.42,6.4685897258488145
COc1ccc(Nc2c(-c3ccc4nccnc4c3)c(C)nn2-c2ccccc2)c(C(=O)O)c1,5.26,6.584465624940698
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,6.005,6.485819707268874
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4F)c3)[nH]c2n(CCC)c1=O,6.06,6.611450339030723
Nc1nc2ccccc2n2nc(-c3ccco3)nc12,7.95,7.211039195864072
O=C(CCc1ccccc1)Nc1nc2ccccc2c(=O)s1,7.09,6.501105575189582
Cc1nc2c(N)nc(NCc3cccs3)nc2s1,6.5,6.849009134575736
CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,7.38,6.99196725606036
Nc1nc(N/N=C/c2ccc(Cl)c(Cl)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.78,6.528867200377738
N#Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2cccnc2)nc1N,6.68,6.7393300925878155
CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O,5.81,6.2783501973266675
CC(C)c1ccc(CO[C@@H]2CCCC2Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5.42,6.1222130183472
CCCC[C@H](NC(=O)[C@H]1CC[C@@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O,5.0,6.680036309954753
CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccc(F)cc3)c1C2=O,7.3,7.176589934987261
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1OC,8.7,7.407735538525728
CNC(=O)OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.68,6.236696672642462
Cc1cccc(-c2cc(-c3ccco3)nc(N)c2C#N)c1,6.85,7.126263452477731
Cc1ccc(C(=O)Nc2nc(-c3ccccc3)n[nH]2)cc1,6.52,6.415039539649494
Nc1nc(-n2cc(C(=O)NC3CCCC3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.42,6.4222361757887745
N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2ccnc2)c1,5.57,6.701620583442973
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12,7.29,6.874353651876538
CCCn1c(=O)c2[nH]c(-c3ccc(C(=O)O)cc3)c(O)c2n(CCC)c1=O,6.03,6.459713411310951
CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.3,6.9400797559820715
COc1ccccc1C(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],6.77,7.100554424121863
O=c1oc2c(O)c(O)ccc2cc1-c1cc(Br)cs1,4.91,6.59867511903037
CCOC(=O)COc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.37,7.574006099388399
COCCCNc1nc2ccccc2n2nc(-c3ccco3)nc12,6.43,6.964636345136342
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(C)cc3)nn12,6.75,6.58012938059709
Nc1nc(-n2cccn2)nc(NCC2CC2)c1Br,8.0,6.703839296215142
COCCOc1cnc2c(c1)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.51,7.629998705728119
CCC(CC)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,7.26,6.679308493945486
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)cc3F)nc12,8.370000000000001,7.051301035857394
COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,7.39,7.112029717230264
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncc(C)s4)C[C@H]3C)nc21,7.64,7.1393265457511745
CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,6.72,6.472216074731725
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)C3CCN(C(=O)c4cccc(C(F)(F)F)c4)CC3)sc12,6.64,6.850959992702189
Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12,8.89,7.767259451478656
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.41,5.9576464430325045
O=c1[nH]c(-c2cccc(O)c2)cn2c(=O)n(-c3ccccc3)nc12,5.39,6.4621442253702
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)[nH]c2n(CCC)c1=O,6.725,6.624521593328583
CC(C)CCn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.79,7.107037247884079
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(F)c5F)CC4)nc32)[C@H](O)[C@@H]1O,8.125,7.015745631508484
CCCn1c(=O)c2c(nnn2C2CCCCC2)n(CCC)c1=O,4.64,6.274145328025097
OC[C@H]1OC(n2cnc3c(NC4CCC[C@H]4OCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,6.32,6.083369316063948
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(O)c3)c2n1,8.4,7.547345428474605
O=C(Nc1ccc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,7.21,6.654594472801735
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(Br)cc1,7.09,6.569235341535465
Cc1cccc2sc(NC(=O)CNS(=O)(=O)c3cccs3)nc12,5.8,6.640181522143391
Nc1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2n1,8.96,6.935867259560903
Cn1cc2c(nc(N3CCCC3)n3nc(-c4ccco4)nc23)n1,6.88,6.913431164224542
CC(C)(C)OC(=O)NCC1CCC(CNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.16,7.125160192630516
Nc1nc2c(ncn2Cc2ccccc2)c2nc(-c3ccco3)nn12,8.82,7.398383706373481
CCOC(=O)[C@H]1Oc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2O1,8.26,7.449865340323868
CCNc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.11,6.204565224037334
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H]3C[C@H]4CC[C@H]3C4)nc(Cl)nc21,5.61,5.956348752234981
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccccc5)CC4)cc3)cc21,5.99,6.458363081076293
CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,8.1,7.169474876317128
Nc1ncc(-c2ccc3ccccc3c2)c(-c2ccccc2)n1,6.89,6.863329687951078
CN(C)c1ccc2c(-c3ccc(C(=O)NCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,6.45,7.197076452355932
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccccc1,6.52,6.5151767090664165
Nc1nc(Cc2ccccc2)nc2cn(-c3ccccc3)nc12,6.96,6.693895359610218
Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1,8.64,7.5330818107654895
Nc1nc(OCCc2cc[nH]c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.02,6.519335756034178
COc1cccc2cc(C(=O)NCCCNC(=O)c3cc4cccc(OC)c4oc3=N)c(=N)oc12,6.4,6.6054641223632515
COc1ccc(N(CCCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.54,6.887974980277017
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3cccs3)c2n1,9.0,7.339058156474677
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,5.15,6.236899720610452
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.771176470588236,6.2240276775186585
OC1CS[C@@H](n2cnc3c(NCc4cccc(F)c4)nc(Cl)nc32)[C@H]1O,8.13,6.342484381955691
Cc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1,6.93,6.7335349387251755
O[C@@H]1CS[C@@H](n2cnc3c(NCc4cccc(Br)c4)ncnc32)[C@@H]1O,6.38,6.38736877148925
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(=O)N3CCNCC3)ccc1C2=O,7.49,7.152173582683409
Clc1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1,4.88,6.361372555924804
CCCCC#Cc1nc(NCc2cccc(I)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,5.31,6.353062094339717
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ncccc4O)cc3)cc2n(CCC)c1=O,6.49,6.659669063931072
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4ccc(C)o4)ncnc32)[C@H](O)[C@@H]1O,5.8,6.413540542200553
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.4,7.0087364525971605
CC(=O)Nc1cc(-c2cccc(N(C)C)n2)nc(-n2nc(C)cc2C)n1,8.01,7.207971669186479
Nc1nc(-c2ccco2)c2ncn(Cc3c(F)cccc3F)c2n1,8.434999999999999,7.38146314786012
Cn1c(=O)c2c(nc3n2CCCN3C2CCCCCCC2)n(C)c1=O,5.82,6.273308217597455
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,9.3,6.677759776057283
CCOC(=O)CNC(=O)c1cnc(NCC(=O)OCC)n2nc(-c3ccco3)nc12,5.81,7.041598658608045
Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.23,6.771286548178956
CC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1,7.61,6.776038994584617
CNc1nc(-n2cc(-c3nc4ccccc4o3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.6,6.291939552432425
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.31,6.168194648483511
Cc1cc(C)nc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)c1,8.02,7.228060529522658
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCCC3)ccc1C2=O,8.39,7.234976036372796
OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4C[C@H]4c4cccc(C(F)(F)F)c4)ncnc32)[C@H](O)[C@@H]1O,5.62,6.253190154945096
Cn1c(=O)c2[nH]c(Cc3ccc(OCCCn4ccnc4)cc3)nc2n(C)c1=O,8.5,6.580998786934203
Oc1c(-c2cccs2)nnc2nc3ccccc3n12,5.99,6.549014048008897
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.385,6.991384714858671
CC(=O)Nc1nc2c(N)cccc2n2c(=O)n(-c3ccccc3)nc12,5.815,6.635066658553597
COc1ccc(-n2nc3c(N)nc(-c4ccccc4)cn3c2=O)cc1,7.11,6.67045111227465
Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.86,6.678417411874881
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)n(C)c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,7.1,6.688590238688393
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,6.119999999999999,5.907776991939919
Nc1nc(-c2ccc(Br)o2)nc2sc(CN3CCCC3)cc12,7.65,7.178177079010671
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,7.21,6.551338270395362
Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccc(Cl)cc3)nn12,7.17,6.693682993460261
NC(c1csc(Nc2nncc3ccccc23)n1)c1ccccc1Cl,5.62,6.576299960491565
Nc1nc2c(cnn2CCN2CCC(N3CCOCC3)CC2)c2nn(Cc3ccccc3)c(=O)n12,7.55,6.970234068419956
COc1nc(N)c(C#N)c(-c2ccc3c(c2)OCO3)c1C#N,4.51,6.756296045902263
Nc1nc(/N=N/NC(=O)NCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.6,6.566962321675546
CNC(=O)c1cnc(NCc2ccc(OC)c(OC)c2)n2nc(-c3ccco3)nc12,7.59,7.065629727132822
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)ncnc43)[C@H](O)[C@@H]2O)n1,7.98,6.620157841483149
Cn1nc(-c2cnc3ccc(F)cn23)c2ccc(C(=O)N3CCCCCCC3)cc21,8.52,6.799818446885714
O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,6.0,6.909811070375347
O=C(Nc1nc(O)nc2nc(-c3ccco3)nn12)c1ccccc1,5.76,6.910006097893137
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(CCNC(C)=O)nn4)nc31)[C@H](O)[C@@H]2O,5.61,6.300481945615416
Cc1cccnc1CNC(=O)c1cc(N)nc(-c2ccco2)c1,6.9,7.162336041385548
CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.57,6.032543966629353
O=c1oc2c(O)cccc2cc1-c1cccs1,5.13,6.523471067129075
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,5.25,6.629143323504436
COc1cccc2cc(C(=O)NC3CCCC3)c(=N)oc12,6.4,6.501809405727309
C#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,7.97,6.772336090030029
Nc1nc(-c2ccco2)c2cnn(CC3CCCCC3)c2n1,7.35,7.25017952741747
Nc1nc(OCCc2c[nH]c3c(Br)cccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.6,6.645527220346204
Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,8.4,7.389547905150648
Nc1nc2c(cnn2CCN2CCc3ccccc3C2)c2nc(-c3ccco3)nn12,8.39,7.659027808787516
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)ncnc43)[C@H](O)[C@@H]2O)n1,4.71,6.285515477823465
Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1,8.92,7.3752637544267365
CN(C)c1nc(N)nc(-c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)n1,6.49,6.797179960824171
Nc1nc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)nc2nc(-c3ccco3)nn12,6.67,7.08628686584667
Cn1c(=O)c2c(cc(/C=C/c3cccc(N)n3)n2C)n(C)c1=O,6.05,6.587860615458991
Cc1ccc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)o1,8.68,7.352881547110978
CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.82,6.9974430239996535
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(Br)cc5)CC4)cc3)cc2n(C)c1=O,6.94,6.525136149006704
CCCn1c(=O)n(CC)c(=O)c2[nH]cnc21,5.89,6.344276895426168
CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4ccc5ccccc5c4)ncnc32)[C@H](O)[C@@H]1O,6.71,6.382166324535026
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)cc4)cc3)c(Cl)c2n(CCC)c1=O,7.35,6.674500652576918
CNC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.24,6.973534295774311
CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21,6.14,6.344050254427757
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,7.54,6.694850101357013
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.13,7.122592538940364
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(OC)cc5)C4)c3)nc2n(CC)c1=O,6.31,6.583819811613001
CCCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN(CC)CC)cc2)n(CCCC)c1=O,6.0,6.569223632167916
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,6.253333333333334,6.550559435861605
CC[C@@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C1CC1,5.73,6.002842008469536
Nc1nc(-c2ccccc2)nc2sc(Cc3ccccc3)cc12,7.53,6.845446349642016
O=C(c1ccoc1)c1nc(C(F)(F)F)nc2ccsc12,7.52,6.708562834160354
COc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1,9.05,7.345185356368653
Cn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,6.16,6.292136989914159
Cc1cc2c(c(C)c1O)c1ncccc1n2C,4.36,6.4831745406252335
CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl,7.66,7.359477544653904
