smiles,pchembl_value,pred
CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,6.81,7.19335012505625
COCCn1c(=O)c2c(nc(Cc3c(F)cccc3F)n2C)n(Cc2ccco2)c1=O,6.31,6.296514351679012
CCOC(=O)[C@@H]1Oc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2O1,8.26,8.284371034932173
Cc1ccc(S(=O)(=O)n2cc(CCOc3nc(NC(=N)N)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)c3ccccc32)cc1,6.46,6.22838857966017
CCCn1c(=O)c2nc([C@H]3CC[C@H](CO)CC3)[nH]c2n(CCC)c1=O,6.5,6.22154237939263
CSc1c2c(nc(NC(=O)Cc3ccc(CC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C,7.3,7.453572254849506
CS(=O)(=O)c1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1,6.11,6.5935058684351375
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CNC(=O)NCCN(C4CCCCC4)C(C)(C)C)nc32)[C@H](O)[C@@H]1O,7.48,7.395497937393169
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C)cc12,4.94,5.154178529048205
O=C(N/N=N/c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,6.68,6.25539620214492
O=C(COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)N[C@@H](CO)c1ccccc1,5.72,5.660406382520606
CCCCc1nc2[nH]cnc2c2nc(-c3cc(OC)c(OC)c(OC)c3)nn12,5.6,6.18120537929857
CCCn1c(=O)c2nn(C3CCCC3)nc2n(CCC)c1=O,4.89,5.094488888233783
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@H]3CC[C@H](NS(=O)(=O)c4cccc(C(F)(F)F)c4)CC3)sc12,6.7,6.724902038364008
O=C(O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,5.44,5.494652503337002
O=c1oc2c(O)cccc2cc1-c1ccsc1,5.01,5.319784335458239
Nc1cccc2c1nc(N)c1nn(-c3ccc(O)cc3)c(=O)n12,6.74,6.501226142848829
Nc1nc(CSc2nnc(N)s2)nc(Nc2ccc(F)cc2)n1,4.89,4.996723988202686
CC1CCCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.21,7.322563718847076
Nc1cccc2c1nc(N)c1nn(-c3ccccc3)c(=O)n12,7.73,7.128943644549672
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,9.8,9.037697536463856
CCCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1,6.85,6.699578880217733
N#Cc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.59,6.855746904976257
COCC1=CC(O)N=C(Nc2nc(C)c3ccccc3n2)N1,6.2,5.714321157838328
Nc1nc(C(=O)NCc2cccc3cccnc23)c2cc(F)c(F)cc2n1,8.44,8.209258641918094
CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc2c1CCCC2,4.75,4.801334692314917
CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,6.24,6.180757502084815
CCNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.42,6.308285624620513
COc1ccc(Nc2c(-c3ccc4nccnc4c3)c(C)nn2-c2ccccc2)c(C(=O)O)c1,5.26,5.260644398106468
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,6.005,5.664731389236395
CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4F)c3)[nH]c2n(CCC)c1=O,6.06,6.344287967467075
Nc1nc2ccccc2n2nc(-c3ccco3)nc12,7.95,7.748870721652036
O=C(CCc1ccccc1)Nc1nc2ccccc2c(=O)s1,7.09,6.611357949951347
Cc1nc2c(N)nc(NCc3cccs3)nc2s1,6.5,6.759775725586236
CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,7.38,7.046018178522575
Nc1nc(N/N=C/c2ccc(Cl)c(Cl)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.78,6.182794795410013
N#Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2cccnc2)nc1N,6.68,6.835129811530915
CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O,5.81,5.898095056853512
CC(C)c1ccc(CO[C@@H]2CCCC2Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,5.42,5.382028338898638
CCCC[C@H](NC(=O)[C@H]1CC[C@@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O,5.0,4.787863487368414
CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccc(F)cc3)c1C2=O,7.3,7.414653128960892
COc1ccc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc1OC,8.7,8.645040000000005
CNC(=O)OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.68,5.768857981568638
Cc1cccc(-c2cc(-c3ccco3)nc(N)c2C#N)c1,6.85,6.868167448019921
Cc1ccc(C(=O)Nc2nc(-c3ccccc3)n[nH]2)cc1,6.52,6.025417517897568
Nc1nc(-n2cc(C(=O)NC3CCCC3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.42,6.303016485141065
N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2ccnc2)c1,5.57,5.810721755670589
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12,7.29,7.072607558810001
CCCn1c(=O)c2[nH]c(-c3ccc(C(=O)O)cc3)c(O)c2n(CCC)c1=O,6.03,6.339783115283302
CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,6.3,6.413816924754846
COc1ccccc1C(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],6.77,7.077139886888251
O=c1oc2c(O)c(O)ccc2cc1-c1cc(Br)cs1,4.91,5.23476391288228
CCOC(=O)COc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,9.37,8.899031193819662
COCCCNc1nc2ccccc2n2nc(-c3ccco3)nc12,6.43,6.451651122958866
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(C)cc3)nn12,6.75,6.425367351312599
Nc1nc(-n2cccn2)nc(NCC2CC2)c1Br,8.0,7.771039436740271
COCCOc1cnc2c(c1)CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.51,8.446211438966307
CCC(CC)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,7.26,6.968226258929552
COc1ccc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(F)cc3F)nc12,8.370000000000001,8.176322641788433
COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,7.39,7.285394416964483
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncc(C)s4)C[C@H]3C)nc21,7.64,7.831225853127954
CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,6.72,6.320115938113823
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)C3CCN(C(=O)c4cccc(C(F)(F)F)c4)CC3)sc12,6.64,6.5264474364526235
Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12,8.89,8.875785714285707
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.41,5.47779552234937
O=c1[nH]c(-c2cccc(O)c2)cn2c(=O)n(-c3ccccc3)nc12,5.39,5.3921512619210885
CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)[nH]c2n(CCC)c1=O,6.725,6.809053076397413
CC(C)CCn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.79,7.629963321772988
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cccc(F)c5F)CC4)nc32)[C@H](O)[C@@H]1O,8.125,7.800817911910391
CCCn1c(=O)c2c(nnn2C2CCCCC2)n(CCC)c1=O,4.64,4.946016724502224
OC[C@H]1OC(n2cnc3c(NC4CCC[C@H]4OCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,6.32,5.618671654842726
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(O)c3)c2n1,8.4,8.397638273826894
O=C(Nc1ccc(-c2ccncc2)c(-c2ccccc2F)n1)C1CC1,7.21,6.708384530432612
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccc(Br)cc1,7.09,6.549692643272076
Cc1cccc2sc(NC(=O)CNS(=O)(=O)c3cccs3)nc12,5.8,6.363892195455609
Nc1nc(C(=O)NCc2cccc3cccnc23)c2ccccc2n1,8.96,8.428838552213714
Cn1cc2c(nc(N3CCCC3)n3nc(-c4ccco4)nc23)n1,6.88,6.351881317612168
CC(C)(C)OC(=O)NCC1CCC(CNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.16,7.295752297300259
Nc1nc2c(ncn2Cc2ccccc2)c2nc(-c3ccco3)nn12,8.82,8.287559381024938
CCOC(=O)[C@H]1Oc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2O1,8.26,8.284371034932173
CCNc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.11,5.361162919141631
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(N[C@H]3C[C@H]4CC[C@H]3C4)nc(Cl)nc21,5.61,5.534799760058213
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(c5ccccc5)CC4)cc3)cc21,5.99,6.200185993672285
CCN(CC)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,8.1,7.9896157864735935
Nc1ncc(-c2ccc3ccccc3c2)c(-c2ccccc2)n1,6.89,7.065026485187582
CN(C)c1ccc2c(-c3ccc(C(=O)NCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,6.45,6.8581438194444475
COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)Nc1ccccc1,6.52,6.476117934654352
Nc1nc(Cc2ccccc2)nc2cn(-c3ccccc3)nc12,6.96,6.7877183324601775
Nc1nc(-c2ccco2)c2nnn(Cc3cccs3)c2n1,8.64,8.457085484130019
Nc1nc(OCCc2cc[nH]c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.02,6.949212398572898
COc1cccc2cc(C(=O)NCCCNC(=O)c3cc4cccc(OC)c4oc3=N)c(=N)oc12,6.4,6.131611983611818
COc1ccc(N(CCCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.54,7.328494245775707
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3cccs3)c2n1,9.0,8.748047820736467
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,5.15,5.1559543054484
Cn1c(=O)c2c(ncn2C)n(C)c1=O,4.771176470588236,4.627003768546231
OC1CS[C@@H](n2cnc3c(NCc4cccc(F)c4)nc(Cl)nc32)[C@H]1O,8.13,7.098808895157308
Cc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1,6.93,6.842661823250013
O[C@@H]1CS[C@@H](n2cnc3c(NCc4cccc(Br)c4)ncnc32)[C@@H]1O,6.38,6.5330589259771905
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(C(=O)N3CCNCC3)ccc1C2=O,7.49,7.65825114480755
Clc1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1,4.88,5.675445084250491
CCCCC#Cc1nc(NCc2cccc(I)c2)c2ncn([C@@H]3SC[C@@H](O)[C@H]3O)c2n1,5.31,5.768187563675354
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ncccc4O)cc3)cc2n(CCC)c1=O,6.49,6.747370690278701
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NNC(=O)c4ccc(C)o4)ncnc32)[C@H](O)[C@@H]1O,5.8,5.66468283038077
CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.4,7.03753548153249
CC(=O)Nc1cc(-c2cccc(N(C)C)n2)nc(-n2nc(C)cc2C)n1,8.01,7.871730048895589
Nc1nc(-c2ccco2)c2ncn(Cc3c(F)cccc3F)c2n1,8.434999999999999,8.154242251664277
Cn1c(=O)c2c(nc3n2CCCN3C2CCCCCCC2)n(C)c1=O,5.82,5.784957288097858
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,9.3,8.459653358146868
CCOC(=O)CNC(=O)c1cnc(NCC(=O)OCC)n2nc(-c3ccco3)nc12,5.81,5.791500728707379
Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.23,6.3083407895685095
CC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1,7.61,7.031481305034131
CNc1nc(-n2cc(-c3nc4ccccc4o3)cn2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,5.6,5.616292980170086
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,5.31,5.849014809611501
Cc1cc(C)nc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)c1,8.02,8.210921214581473
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCCC3)ccc1C2=O,8.39,8.384139481092648
OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4C[C@H]4c4cccc(C(F)(F)F)c4)ncnc32)[C@H](O)[C@@H]1O,5.62,5.5616196803907405
Cn1c(=O)c2[nH]c(Cc3ccc(OCCCn4ccnc4)cc3)nc2n(C)c1=O,8.5,7.723733227742423
Oc1c(-c2cccs2)nnc2nc3ccccc3n12,5.99,5.944627210306407
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.385,7.278794697828586
CC(=O)Nc1nc2c(N)cccc2n2c(=O)n(-c3ccccc3)nc12,5.815,6.100212763780414
COc1ccc(-n2nc3c(N)nc(-c4ccccc4)cn3c2=O)cc1,7.11,6.721633618329247
Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.86,6.71284420277062
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)n(C)c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,7.1,6.596625414827379
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,6.119999999999999,5.747850085599972
Nc1nc(-c2ccc(Br)o2)nc2sc(CN3CCCC3)cc12,7.65,7.5644481957264915
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,7.21,5.988781678441545
Nc1nc2ccc(Cl)cc2n2c(=O)c(-c3ccc(Cl)cc3)nn12,7.17,7.075106355667333
NC(c1csc(Nc2nncc3ccccc23)n1)c1ccccc1Cl,5.62,5.970397491496434
Nc1nc2c(cnn2CCN2CCC(N3CCOCC3)CC2)c2nn(Cc3ccccc3)c(=O)n12,7.55,7.311521101987164
COc1nc(N)c(C#N)c(-c2ccc3c(c2)OCO3)c1C#N,4.51,5.2667679678651815
Nc1nc(/N=N/NC(=O)NCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.6,7.128164049910618
CNC(=O)c1cnc(NCc2ccc(OC)c(OC)c2)n2nc(-c3ccco3)nc12,7.59,7.204872991576456
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Br)c5)ncnc43)[C@H](O)[C@@H]2O)n1,7.98,7.522324155612567
Cn1nc(-c2cnc3ccc(F)cn23)c2ccc(C(=O)N3CCCCCCC3)cc21,8.52,8.141704945492341
O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,6.0,6.396073445003635
O=C(Nc1nc(O)nc2nc(-c3ccco3)nn12)c1ccccc1,5.76,6.084180085419718
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(CCNC(C)=O)nn4)nc31)[C@H](O)[C@@H]2O,5.61,5.585205539488223
Cc1cccnc1CNC(=O)c1cc(N)nc(-c2ccco2)c1,6.9,7.457061013238035
CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.57,6.07696839416433
O=c1oc2c(O)cccc2cc1-c1cccs1,5.13,5.401618015890261
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,5.25,5.404321239629379
COc1cccc2cc(C(=O)NC3CCCC3)c(=N)oc12,6.4,6.017339724738386
C#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,7.97,7.222381307717646
Nc1nc(-c2ccco2)c2cnn(CC3CCCCC3)c2n1,7.35,7.703062603504781
Nc1nc(OCCc2c[nH]c3c(Br)cccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.6,6.7835682424700225
Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,8.4,8.352934166666659
Nc1nc2c(cnn2CCN2CCc3ccccc3C2)c2nc(-c3ccco3)nn12,8.39,8.309799626427163
Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)ncnc43)[C@H](O)[C@@H]2O)n1,4.71,4.824061432382921
Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1,8.92,8.89939999999999
CN(C)c1nc(N)nc(-c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)n1,6.49,6.5205946948108116
Nc1nc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)nc2nc(-c3ccco3)nn12,6.67,6.769587417513525
Cn1c(=O)c2c(cc(/C=C/c3cccc(N)n3)n2C)n(C)c1=O,6.05,6.189526526960174
Cc1ccc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)o1,8.68,8.383765109115366
CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.82,7.534238543955785
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc(Br)cc5)CC4)cc3)cc2n(C)c1=O,6.94,6.479025990409716
CCCn1c(=O)n(CC)c(=O)c2[nH]cnc21,5.89,5.654353740901368
CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4ccc5ccccc5c4)ncnc32)[C@H](O)[C@@H]1O,6.71,6.144279671997975
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OC)cc4)cc3)c(Cl)c2n(CCC)c1=O,7.35,6.927327661274606
CNC(=O)c1cnc(NC(=O)Nc2ccccc2)n2nc(-c3ccco3)nc12,8.24,7.7139399623203
CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21,6.14,6.06628953919037
CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,7.54,7.145454599298959
O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.13,7.055328713372618
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(OC)cc5)C4)c3)nc2n(CC)c1=O,6.31,6.314256390046437
CCCCn1c(=O)c2c(nc3n2CCCN3c2ccc(OCCN(CC)CC)cc2)n(CCCC)c1=O,6.0,5.9328633968143745
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,6.253333333333334,5.950675914670799
CC[C@@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C1CC1,5.73,5.530169667511642
Nc1nc(-c2ccccc2)nc2sc(Cc3ccccc3)cc12,7.53,6.910403186808703
O=C(c1ccoc1)c1nc(C(F)(F)F)nc2ccsc12,7.52,6.8512206608446595
COc1ccc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c(CN(C)C)c1,9.05,9.03049999999999
Cn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,6.16,6.064571201751667
Cc1cc2c(c(C)c1O)c1ncccc1n2C,4.36,4.91786028796058
CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl,7.66,7.966046076251237
